Prompt,Respuesta
¿Qué funciones tiene la Dirección de Sostenibilidad Ambiental?,"Diseñar propuestas ambientales, establecer estrategias para proyectos ambientales, promover acciones que integren estrategia institucional con la comunidad, analizar viabilidad de proyectos sostenibles, implementar sistema de evaluación de impacto ambiental y asesorar en estrategias de sostenibilidad."
¿Qué retos enfrenta la Dirección de Sostenibilidad Ambiental?,"Retos incluyen garantizar crecimiento del Campus en armonía con el medio ambiente, propiciar sostenibilidad mediante buenas prácticas y uso eficiente de recursos, y evaluar y recomendar proyectos e iniciativas ambientales para asegurar impacto positivo y posicionamiento a largo plazo."
¿Qué planes estratégicos tiene la Dirección de Sostenibilidad Ambiental para 2024?,"Proponer huella de carbono como indicador de sostenibilidad, iniciar operación de la Granja Solar, continuar sistema de gestión ambiental, liderar cultura en gestión ambiental y fortalecer programas ambientales."
¿Qué indicadores de gestión utiliza la Dirección de Sostenibilidad Ambiental?,"Indicadores incluyen proceso de planeación estratégica, sistema de gestión de calidad, y estadísticas relacionadas con gestión ambiental."
¿Quién es responsable de la Dirección de Gestión Humana?,"Beatriz Vergara, Administradora de Empresas, Especialista en Mercadeo y Magister en Administración de Empresas, con amplia experiencia en Dirección Administrativa y Operativa, lidera la Dirección de Gestión Humana."
¿Qué servicios incluye la Dirección de Gestión Humana?,"Servicios incluyen selección de personal, pagos de sueldos y prestaciones, desarrollo del personal, beneficios del pacto colectivo, certificaciones laborales, gestión de catedráticos, bienestar organizacional, y seguridad y salud en el trabajo."
¿En qué comités participa la Dirección de Gestión Humana?,"Participa en el Comité Paritario de Seguridad y Salud en el Trabajo (COPASST), Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, Comité de Convivencia Laboral, Comité de Salarios, Comité de Crisis, Comité de Seguridad Vial, Comité de Mejora efr, Comité Universidad Incluyente y Comité de Equidad de Género."
¿Cuál es el propósito del proyecto AGATHA en la Dirección de Gestión Humana?,"AGATHA ""Apoyo de la Gestión del Talento Humano para la Academia y la Administración"" es un sistema de información integral para gestionar talento humano desde la selección hasta la gestión de vida laboral, pago de salarios, beneficios, seguridad e higiene, formación, y sucesiones."
¿Qué indicadores de gestión son clave para la Dirección de Gestión Humana?,"Indicadores clave incluyen satisfacción en selección de personal, índice de rotación, promociones internas, oportunidad en disposición de MFDC, elaboración de liquidaciones, inconsistencias en nómina, eficacia de capacitaciones, competencia del personal, frecuencia y severidad de accidentes, y ausentismo por causas médicas."
¿Qué desafíos clave enfrenta la Dirección de Gestión Humana?,"Desafíos incluyen implementar el modelo de gestión EFR, mejorar el bienestar social y económico de empleados y sus familias, fortalecer cultura y clima organizacional, innovar en compensación y optimizar la estructura organizacional."
¿Quién está a cargo del soporte administrativo en la Dirección de Gestión Humana?,"Armando Rocha, encargado de soporte administrativo, gestiona procesos y procedimientos de las diferentes secciones de la Dirección de Gestión Humana."
¿Quién es responsable de la nómina en la Dirección de Gestión Humana?,"Evelyn Benedetti, Jefa de Nómina, elabora nóminas, ejecuta pagos de sueldos y prestaciones, realiza descuentos legales y autorizados, controla horarios y horas extras, y tramita facturas relacionadas con la administración del recurso humano."
¿Cuál es el rol de la Dirección de Tecnología Informática y Comunicaciones?,"Planear y dirigir la adquisición, actualización, implementación y operación de servicios, productos e infraestructura de TI, garantizando soluciones tecnológicas adecuadas y oportunas para la comunidad universitaria."
¿Qué actividades realiza la Dirección de Tecnología Informática y Comunicaciones?,"Actividades incluyen planificación y dirección de servicios y productos TIC, definición de estrategias para la disponibilidad y confiabilidad de dichos servicios, participación en la definición de políticas tecnológicas y de seguridad de la información, y reporte del estado de la infraestructura y servicios a la Vicerrectoría Administrativa y Financiera."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones?,"Desafíos incluyen implementar soluciones tecnológicas para optimizar modelos educativos presenciales, híbridos y virtuales, desarrollar una cultura innovadora para nuevos servicios digitales, fortalecer ciberseguridad y cumplimiento legal, y modernizar la infraestructura TIC y sistemas de información."
¿Qué estrategias tiene la Dirección de Tecnología Informática y Comunicaciones para 2024?,"Estrategias incluyen un concurso para la generación de ideas, implementar un asistente virtual basado en IA, diseñar una solución omnicanal para la atención de prospectos, actualizar aplicaciones y portales, y mejorar soluciones de respaldo y arquitectura de seguridad."
¿Quién dirige la Dirección de Tecnología Informática y Comunicaciones?,"John Flórez, ingeniero de sistemas y computación con estudios de postgrado en gestión de tecnología informática y redes telemáticas, y una maestría en gobierno de tecnología informática, dirige la Dirección de Tecnología Informática y Comunicaciones."
¿Qué comités coordina la Dirección de Tecnología Informática y Comunicaciones?,"Coordina la Comisión de Administración Universitaria, el Comité de Gestión Documental, el Comité de Evaluación de Proveedores Críticos, y el Comité de Protección de Datos Personales."
¿Qué servicios proporciona la Dirección de Tecnología Informática y Comunicaciones?,"Proporciona un catálogo de servicios, productos y recursos TIC para la comunidad universitaria, incluyendo soluciones tecnológicas para docencia, investigación, extensión y procesos administrativos."
¿Cuáles son los indicadores de gestión en la Dirección de Tecnología Informática y Comunicaciones?,"Indicadores incluyen nivel de cumplimiento de planes de proyectos TIC, éxito de nuevos productos TIC, porcentaje de activaciones y desactivaciones oportunas de servicios TIC, oportunidad en entrega de carnés, y eficacia de controles de seguridad."
¿Qué misión tiene la Jefatura de Proyectos Administrativos?,"Gestionar proyectos transversales de las distintas áreas de la administración universitaria, orientados a la mejora continua, análisis de condiciones actuales y futuras, evaluación financiera de nuevas iniciativas y optimización de procesos."
¿Qué funciones cumple la Jefatura de Proyectos Administrativos?,"Funciones incluyen análisis, gestión y seguimiento de proyectos administrativos, diseño de proyectos para mejorar productividad, elaboración de estudios de costos anuales, informes de ingresos y egresos, prospectiva financiera, y seguimiento al servicio de agencias de viaje."
¿Qué desafíos enfrenta la Jefatura de Proyectos Administrativos?,"Desafíos incluyen incrementar visibilidad internacional de estrategias y proyectos, consolidar sistema de gestión ambiental, y posicionar proyecto Uninorte Sostenible como referente nacional e internacional."
¿Qué planes estratégicos tiene la Jefatura de Proyectos Administrativos para 2024?,"Diseñar y ejecutar un plan de mejoramiento de gestión de viajes corporativos, realizar estudios de factibilidad de nuevos programas de pregrado, organizar la semana por la sostenibilidad, y avanzar en el sistema de gestión de proveedores."
¿Quién es la Jefa de Proyectos Administrativos?,"Leyla Mlayes, ingeniera de sistemas con especialización en finanzas y maestría en administración de empresas, con experiencia en gestión de proyectos y análisis financiero, es la Jefa de Proyectos Administrativos."
¿Qué comités coordina la Jefatura de Proyectos Administrativos?,"Coordina o participa en el Comité Financiero, Comité de Presupuesto, Comisión de Administración Universitaria, Comité Administrativo, Comité de Revisión Gerencial, Comité de Flexibilización Curricular, y Comité de Dirección de Gobierno de Datos."
¿Qué servicios proporciona la Jefatura de Proyectos Administrativos?,"Proporciona gestión de tiquetes nacionales e internacionales, reservas de hoteles y salones para eventos, estudios de factibilidad y costos, apoyo en procesos de acreditación, y coordinación de voluntariado institucional."
¿Cuáles son los indicadores de gestión en la Jefatura de Proyectos Administrativos?,"Indicadores incluyen estudios de factibilidad realizados, porcentaje de ahorro en gestión de viajes, tiempo en gestión de viajes, y número de actividades apoyadas mediante voluntariado institucional."
